mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_tile_id,support,width_cells,biome,rationale,prior_nearest_distance_squared,prior_nearest_ties,previous_proposal,patch,category
1197,864,49536,17152,49664,17280,0/0/0/0,T231,H,8,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T231,77,ordinary_land
1198,864,49664,17152,49792,17280,0/0/0/0,T231,D-+H,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T231,77,ordinary_land
1199,864,49792,17152,49920,17280,0/0/0/0,T231,H,8,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,77,ordinary_land
1193,865,49024,17280,49152,17408,0/0/0/0,T233,H,7,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,77,ordinary_land
1194,865,49152,17280,49280,17408,0/0/0/0,T233,H,7,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,77,ordinary_land
1195,865,49280,17280,49408,17408,0/0/0/0,T233,D++H,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,77,ordinary_land
1196,865,49408,17280,49536,17408,0/0/0/0,T233,D++H,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,77,ordinary_land
1197,865,49536,17280,49664,17408,0/0/0/0,T231,D-+H,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,77,ordinary_land
1198,865,49664,17280,49792,17408,0/0/0/0,T231,H,7,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,77,ordinary_land
1201,861,50048,16768,50176,16896,0/0/0/0,T231,D++D-,5,mistyMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,78,ordinary_land
1147,865,43136,17280,43264,17408,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,13,,T232,79,ordinary_land
1148,865,43264,17280,43392,17408,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,10,,T232,79,ordinary_land
1149,865,43392,17280,43520,17408,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,5,,T232,79,ordinary_land
1150,865,43520,17280,43648,17408,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,2,,T232,79,ordinary_land
1151,865,43648,17280,43776,17408,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,79,ordinary_land
1146,866,43008,17408,43136,17536,0/0/0/0,T239,junction,5,mistyMountains,no nearby map transition,8,,T239,79,ordinary_land
1147,866,43136,17408,43264,17536,0/0/0/0,T232,D++H,5,mistyMountains,no nearby map transition,8,,T232,79,ordinary_land
1148,866,43264,17408,43392,17536,0/0/0/0,T232,H,7,mistyMountains,no nearby map transition,5,,T232,79,ordinary_land
1149,866,43392,17408,43520,17536,0/0/0/0,T232,H,7,mistyMountains,no nearby map transition,4,,T232,79,ordinary_land
1150,866,43520,17408,43648,17536,0/0/0/0,T232,H,7,mistyMountains,no nearby map transition,1,,T232,79,ordinary_land
1145,867,42880,17536,43008,17664,0/0/0/0,T239,junction,8,mistyMountains,no nearby map transition,2,,T239,79,ordinary_land
1146,867,43008,17536,43136,17664,0/0/0/0,T239,junction,4,mistyMountains,no nearby map transition,5,,T239,79,ordinary_land
1147,867,43136,17536,43264,17664,0/0/0/0,T232,D++H,5,mistyMountains,no nearby map transition,5,,T232,79,ordinary_land
1148,867,43264,17536,43392,17664,0/0/0/0,T232,D++H,5,mistyMountains,no nearby map transition,2,,T232,79,ordinary_land
1149,867,43392,17536,43520,17664,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,79,ordinary_land
1150,867,43520,17536,43648,17664,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,2,,T232,79,ordinary_land
1151,867,43648,17536,43776,17664,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,79,ordinary_land
1145,868,42880,17664,43008,17792,0/0/0/0,T239,junction,3,mistyMountains,no nearby map transition,1,,T239,79,ordinary_land
1146,868,43008,17664,43136,17792,0/0/0/0,T239,junction,4,mistyMountains,no nearby map transition,2,,T239,79,ordinary_land
1147,868,43136,17664,43264,17792,0/0/0/0,T232,D++H,4,mistyMountains,no nearby map transition,2,,T232,79,ordinary_land
1148,868,43264,17664,43392,17792,0/0/0/0,T232,D++H,4,mistyMountains,no nearby map transition,1,,T232,79,ordinary_land
1146,869,43008,17792,43136,17920,0/0/0/0,T239,junction,2,mistyMountains,no nearby map transition,1,,T239,79,ordinary_land
1147,869,43136,17792,43264,17920,0/0/0/0,T232,H,2,mistyMountains,no nearby map transition,1,T232|T239,T232,79,ordinary_land
1163,868,45184,17664,45312,17792,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,80,ordinary_land
1164,868,45312,17664,45440,17792,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,80,ordinary_land
1165,868,45440,17664,45568,17792,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,80,ordinary_land
1166,868,45568,17664,45696,17792,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,80,ordinary_land
1167,868,45696,17664,45824,17792,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,80,ordinary_land
1168,868,45824,17664,45952,17792,0/0/0/0,T232,H,8,mistyMountains,no nearby map transition,1,,T232,80,ordinary_land
1084,1009,35072,35712,35200,35840,0/0/0/0,T299,D+,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T299,94,ordinary_land
1987,1017,150656,36736,150784,36864,0/0/0/0,T302,D-,3,rhunLandSteppe,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T302,97,supported_biome_transition
1987,1019,150656,36992,150784,37120,0/0/0/0,T302,H,4,rhunLandSteppe,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T302,99,supported_biome_transition
1136,1043,41728,40064,41856,40192,0/0/0/0,T311,junction,5,mistyMountains,no nearby map transition,2,,T311,103,ordinary_land
1135,1044,41600,40192,41728,40320,0/0/0/0,T311,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T311,103,ordinary_land
1136,1044,41728,40192,41856,40320,0/0/0/0,T311,junction,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T311,103,ordinary_land
1134,1045,41472,40320,41600,40448,0/0/0/0,T311,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T311,103,ordinary_land
1135,1045,41600,40320,41728,40448,0/0/0/0,T311,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T311,103,ordinary_land
1134,1046,41472,40448,41600,40576,0/0/0/0,T311,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T311,103,ordinary_land
1138,1046,41984,40448,42112,40576,0/0/0/0,T311,junction,1,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T309|T311,T311,104,ordinary_land
1340,1122,67840,50176,67968,50304,0/0/0/0,T339,D-,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T339,111,ordinary_land
1339,1123,67712,50304,67840,50432,0/0/0/0,T339,D-,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T339,112,ordinary_land
1338,1124,67584,50432,67712,50560,0/0/0/0,T343,D-,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T339|T343,T343,113,ordinary_land
1337,1125,67456,50560,67584,50688,0/0/0/0,T343,D-,5,emynMuil,no nearby map transition,1,,T343,114,ordinary_land
1360,1126,70400,50688,70528,50816,0/0/0/0,T339,D+,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T339,115,ordinary_land
1369,1126,71552,50688,71680,50816,0/0/0/0,T340,D-,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T340,116,ordinary_land
1368,1127,71424,50816,71552,50944,0/0/0/0,T340,D-,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T340,116,ordinary_land
1369,1127,71552,50816,71680,50944,0/0/0/0,T340,D-,4,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T340,116,ordinary_land
1362,1128,70656,50944,70784,51072,0/0/0/0,T351,D++H,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T339|T351,T351,116,ordinary_land
1369,1128,71552,50944,71680,51072,0/0/0/0,T340,junction,8,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T340,116,ordinary_land
1369,1129,71552,51072,71680,51200,0/0/0/0,T340,H,7,deadMarshes,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T340,116,supported_biome_transition
1364,1130,70912,51200,71040,51328,0/0/0/0,T351,junction,3,nindalf,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T351,116,supported_biome_transition
1365,1130,71040,51200,71168,51328,0/0/0/0,T351,D-+H,3,nindalf,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T351,116,supported_biome_transition
1366,1130,71168,51200,71296,51328,0/0/0/0,T340,D-+H,3,deadMarshes,four or more consistent original boundary edges on connected map transition; same-biome reach,1,T340|T351,T340,116,supported_biome_transition
1361,1127,70528,50816,70656,50944,0/0/0/0,T339,D+,5,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T339,117,ordinary_land
1844,1130,132352,51200,132480,51328,0/0/0/0,T338,V,5,rhunLandSteppe,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1130,132480,51200,132608,51328,0/0/0/0,T338,V,7,rhunLandSteppe,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1846,1130,132608,51200,132736,51328,0/0/0/0,T338,V,8,rhunLandSteppe,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1131,132480,51328,132608,51456,0/0/0/0,T338,V,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T338,118,ordinary_land
1846,1131,132608,51328,132736,51456,0/0/0/0,T338,V,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T338,118,ordinary_land
1847,1131,132736,51328,132864,51456,0/0/0/0,T338,D-,4,rhunLandSteppe,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1132,132480,51456,132608,51584,0/0/0/0,T338,V,7,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T338,118,ordinary_land
1846,1132,132608,51456,132736,51584,0/0/0/0,T338,D-+V,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1133,132480,51584,132608,51712,0/0/0/0,T338,D++D-+V,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T338,118,ordinary_land
1846,1133,132608,51584,132736,51712,0/0/0/0,T338,D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T338,118,ordinary_land
1847,1133,132736,51584,132864,51712,0/0/0/0,T338,D-+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1134,132480,51712,132608,51840,0/0/0/0,T355,D++D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T355,118,ordinary_land
1846,1134,132608,51712,132736,51840,0/0/0/0,T338,D++D-+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T338,118,ordinary_land
1847,1134,132736,51712,132864,51840,0/0/0/0,T338,D-+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1135,132480,51840,132608,51968,0/0/0/0,T355,D++D-+H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,118,ordinary_land
1846,1135,132608,51840,132736,51968,0/0/0/0,T355,D++D-+H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,T338|T355,T355,118,ordinary_land
1847,1135,132736,51840,132864,51968,0/0/0/0,T338,D++D-+H+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T338,118,ordinary_land
1845,1136,132480,51968,132608,52096,0/0/0/0,T355,D-+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,118,ordinary_land
1846,1136,132608,51968,132736,52096,0/0/0/0,T355,D++D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T355,118,ordinary_land
1847,1136,132736,51968,132864,52096,0/0/0/0,T355,D++D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,118,ordinary_land
1846,1137,132608,52096,132736,52224,0/0/0/0,T355,D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,118,ordinary_land
1847,1137,132736,52096,132864,52224,0/0/0/0,T355,D++V,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,118,ordinary_land
1847,1138,132736,52224,132864,52352,0/0/0/0,T355,V,6,easternDesolation,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,118,ordinary_land
1496,1133,87808,51584,87936,51712,0/0/0/0,T326,D-,3,dagorlad,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,121,ordinary_land
1495,1134,87680,51712,87808,51840,0/0/0/0,T326,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T326,121,ordinary_land
1496,1134,87808,51712,87936,51840,0/0/0/0,T326,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T326,121,ordinary_land
1497,1134,87936,51712,88064,51840,0/0/0/0,T326,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,121,ordinary_land
1498,1134,88064,51712,88192,51840,0/0/0/0,T326,D-,5,dagorlad,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,121,ordinary_land
1494,1135,87552,51840,87680,51968,0/0/0/0,T326,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,121,ordinary_land
1495,1135,87680,51840,87808,51968,0/0/0/0,T326,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T326,121,ordinary_land
1496,1135,87808,51840,87936,51968,0/0/0/0,T326,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T326,121,ordinary_land
1497,1135,87936,51840,88064,51968,0/0/0/0,T326,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T326,121,ordinary_land
1494,1136,87552,51968,87680,52096,0/0/0/0,T346,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,121,ordinary_land
1495,1136,87680,51968,87808,52096,0/0/0/0,T346,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T346,121,ordinary_land
1496,1136,87808,51968,87936,52096,0/0/0/0,T346,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T346,121,ordinary_land
1494,1137,87552,52096,87680,52224,0/0/0/0,T346,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,121,ordinary_land
1495,1137,87680,52096,87808,52224,0/0/0/0,T346,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T346,121,ordinary_land
1494,1138,87552,52224,87680,52352,0/0/0/0,T346,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,121,ordinary_land
1341,1134,67968,51712,68096,51840,0/0/0/0,T339,junction,1,emynMuil,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T339,122,ordinary_land
1491,1134,87168,51712,87296,51840,0/0/0/0,T326,D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,123,ordinary_land
1490,1135,87040,51840,87168,51968,0/0/0/0,T346,D-+H+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T326|T346,T346,123,ordinary_land
1491,1135,87168,51840,87296,51968,0/0/0/0,T326,D++D-+H+V,1,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,123,ordinary_land
1490,1136,87040,51968,87168,52096,0/0/0/0,T346,D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1491,1136,87168,51968,87296,52096,0/0/0/0,T346,D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1490,1137,87040,52096,87168,52224,0/0/0/0,T346,D-+V,2,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1491,1137,87168,52096,87296,52224,0/0/0/0,T346,V,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1490,1138,87040,52224,87168,52352,0/0/0/0,T346,V,4,udun,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1491,1138,87168,52224,87296,52352,0/0/0/0,T346,V,6,udun,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1491,1139,87168,52352,87296,52480,0/0/0/0,T346,V,6,udun,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T346,123,ordinary_land
1853,1138,133504,52224,133632,52352,0/0/0/0,T355,junction,0,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T355,124,ordinary_land
1170,1148,46080,53504,46208,53632,0/0/0/0,T347,V,8,whiteMountains,no nearby map transition,4,,T347,126,ordinary_land
1171,1148,46208,53504,46336,53632,0/0/0/0,T347,V,6,whiteMountains,no nearby map transition,1,,T347,126,ordinary_land
1170,1149,46080,53632,46208,53760,0/0/0/0,T347,V,8,whiteMountains,no nearby map transition,4,,T347,126,ordinary_land
1458,1146,82944,53248,83072,53376,0/0/0/0,T326,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T326,127,ordinary_land
1463,1155,83584,54400,83712,54528,0/0/0/0,T356,D-,5,mordorMountains,no nearby map transition,1,,T356,133,ordinary_land
1462,1156,83456,54528,83584,54656,0/0/0/0,T356,D-,5,mordorMountains,no nearby map transition,1,,T356,134,ordinary_land
1503,1161,88704,55168,88832,55296,0/0/0/0,T357,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T357,135,ordinary_land
1503,1162,88704,55296,88832,55424,0/0/0/0,T357,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T357,135,ordinary_land
1504,1162,88832,55296,88960,55424,0/0/0/0,T357,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T357,135,ordinary_land
1504,1163,88832,55424,88960,55552,0/0/0/0,T357,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,135,ordinary_land
1505,1163,88960,55424,89088,55552,0/0/0/0,T357,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,135,ordinary_land
1461,1157,83328,54656,83456,54784,0/0/0/0,T356,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,136,ordinary_land
1460,1162,83200,55296,83328,55424,0/0/0/0,T356,H,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,137,ordinary_land
1461,1162,83328,55296,83456,55424,0/0/0/0,T356,H,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,137,ordinary_land
1462,1162,83456,55296,83584,55424,0/0/0/0,T356,H,6,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,137,ordinary_land
1463,1162,83584,55296,83712,55424,0/0/0/0,T356,H,6,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,137,ordinary_land
1473,1163,84864,55424,84992,55552,0/0/0/0,T356,D-+H,4,mordorMountains,no nearby map transition,1,,T356,138,ordinary_land
1472,1164,84736,55552,84864,55680,0/0/0/0,T356,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,138,ordinary_land
1473,1164,84864,55552,84992,55680,0/0/0/0,T356,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T356,138,ordinary_land
1474,1164,84992,55552,85120,55680,0/0/0/0,T356,D-,5,mordorMountains,no nearby map transition,5,,T356,138,ordinary_land
1471,1165,84608,55680,84736,55808,0/0/0/0,T356,D-,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,138,ordinary_land
1472,1165,84736,55680,84864,55808,0/0/0/0,T356,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T356,138,ordinary_land
1473,1165,84864,55680,84992,55808,0/0/0/0,T356,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T356,138,ordinary_land
1471,1166,84608,55808,84736,55936,0/0/0/0,T356,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,138,ordinary_land
1472,1166,84736,55808,84864,55936,0/0/0/0,T356,D-,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T356,138,ordinary_land
1482,1170,86016,56320,86144,56448,0/0/0/0,T357,D-,5,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,139,ordinary_land
1480,1200,85760,60160,85888,60288,0/0/0/0,T356,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,145,ordinary_land
1481,1200,85888,60160,86016,60288,0/0/0/0,T356,D++D-+H,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,145,ordinary_land
1482,1200,86016,60160,86144,60288,0/0/0/0,T357,D++D-+H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1483,1200,86144,60160,86272,60288,0/0/0/0,T357,D-+H+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1484,1200,86272,60160,86400,60288,0/0/0/0,T357,D-+H,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1485,1200,86400,60160,86528,60288,0/0/0/0,T357,D-+H,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1486,1200,86528,60160,86656,60288,0/0/0/0,T357,D-+H,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1487,1200,86656,60160,86784,60288,0/0/0/0,T357,H,8,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1480,1201,85760,60288,85888,60416,0/0/0/0,T356,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T356,145,ordinary_land
1481,1201,85888,60288,86016,60416,0/0/0/0,T356,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T356,145,ordinary_land
1482,1201,86016,60288,86144,60416,0/0/0/0,T357,D++D-+V,3,mordorMountains,no nearby map transition,4,T356|T357,T357,145,ordinary_land
1483,1201,86144,60288,86272,60416,0/0/0/0,T357,D++D-+V,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,T356|T357,T357,145,ordinary_land
1484,1201,86272,60288,86400,60416,0/0/0/0,T357,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T357,145,ordinary_land
1485,1201,86400,60288,86528,60416,0/0/0/0,T357,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T357,145,ordinary_land
1479,1202,85632,60416,85760,60544,0/0/0/0,T356,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,145,ordinary_land
1480,1202,85760,60416,85888,60544,0/0/0/0,T356,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,145,ordinary_land
1481,1202,85888,60416,86016,60544,0/0/0/0,T356,D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T356,145,ordinary_land
1482,1202,86016,60416,86144,60544,0/0/0/0,T356,D-+V,3,mordorMountains,no nearby map transition,1,,T356,145,ordinary_land
1483,1202,86144,60416,86272,60544,0/0/0/0,T356,D++D-+V,3,mordorMountains,no nearby map transition,1,,T356,145,ordinary_land
1484,1202,86272,60416,86400,60544,0/0/0/0,T357,D++D-,3,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T357,145,ordinary_land
1684,1216,111872,62208,112000,62336,0/0/0/0,T363,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,146,ordinary_land
1685,1216,112000,62208,112128,62336,0/0/0/0,T363,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,146,ordinary_land
1685,1217,112000,62336,112128,62464,0/0/0/0,T363,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T363,146,ordinary_land
1686,1217,112128,62336,112256,62464,0/0/0/0,T363,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T363,146,ordinary_land
1686,1218,112128,62464,112256,62592,0/0/0/0,T363,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T363,146,ordinary_land
1687,1218,112256,62464,112384,62592,0/0/0/0,T363,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T363,146,ordinary_land
1687,1219,112256,62592,112384,62720,0/0/0/0,T363,D+,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T363,146,ordinary_land
1688,1219,112384,62592,112512,62720,0/0/0/0,T363,D+,4,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,146,ordinary_land
1681,1220,111488,62720,111616,62848,0/0/0/0,T363,H,8,mordor,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T363,146,ordinary_land
1682,1220,111616,62720,111744,62848,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T363,146,ordinary_land
1683,1220,111744,62720,111872,62848,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",5,,T363,146,ordinary_land
1684,1220,111872,62720,112000,62848,0/0/0/0,T363,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",10,,T363,146,ordinary_land
1685,1220,112000,62720,112128,62848,0/0/0/0,T364,H,8,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",16,,T364,146,ordinary_land
1686,1220,112128,62720,112256,62848,0/0/0/0,T364,H,8,mordorMountains,no nearby map transition,9,,T364,146,ordinary_land
1687,1220,112256,62720,112384,62848,0/0/0/0,T364,H,8,mordorMountains,no nearby map transition,4,,T364,146,ordinary_land
1688,1220,112384,62720,112512,62848,0/0/0/0,T364,D++H,5,mordorMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T364,146,ordinary_land
