mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,source,source_record,biome,rationale
2924,1327,270592,76416,270720,76544,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0800,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2925,1327,270720,76416,270848,76544,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0800,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2917,1331,269696,76928,269824,77056,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0801,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2911,1335,268928,77440,269056,77568,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0802,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1800,1338,126720,77824,126848,77952,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0803,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2982,1338,278016,77824,278144,77952,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0804,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1798,1339,126464,77952,126592,78080,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0805,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2908,1339,268544,77952,268672,78080,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0806,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2982,1339,278016,77952,278144,78080,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0804,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1794,1341,125952,78208,126080,78336,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0807,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2886,1341,265728,78208,265856,78336,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0808,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2887,1341,265856,78208,265984,78336,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0808,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2896,1341,267008,78208,267136,78336,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0809,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2897,1341,267136,78208,267264,78336,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0809,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2905,1341,268160,78208,268288,78336,0/1/137/255,0/1/170/255,T393,T426,v2_boundary_correction,S0810,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1228,1342,53504,78336,53632,78464,0/1/160/255,0/1/162/255,T416,T418,v2_boundary_correction,S0811,dorEnErnil,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1532,1342,92416,78336,92544,78464,0/1/167/255,0/1/161/255,T423,T417,v2_boundary_correction,S0812,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2877,1343,264576,78464,264704,78592,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0813,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2878,1343,264704,78464,264832,78592,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0813,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2982,1343,278016,78464,278144,78592,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0814,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1198,1344,49664,78592,49792,78720,0/1/160/255,0/1/166/255,T416,T422,v2_boundary_correction,S0815,dorEnErnil,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1531,1344,92288,78592,92416,78720,0/1/161/255,0/1/167/255,T417,T423,v2_boundary_correction,S0816,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2875,1344,264320,78592,264448,78720,0/1/137/255,0/1/170/255,T393,T426,v2_boundary_correction,S0817,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1531,1345,92288,78720,92416,78848,0/1/161/255,0/1/167/255,T417,T423,v2_boundary_correction,S0816,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2985,1345,278400,78720,278528,78848,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0818,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2986,1345,278528,78720,278656,78848,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0818,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1220,1346,52480,78848,52608,78976,0/1/160/255,0/1/162/255,T416,T418,v2_boundary_correction,S0819,dorEnErnil,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1221,1346,52608,78848,52736,78976,0/1/160/255,0/1/162/255,T416,T418,v2_boundary_correction,S0819,dorEnErnil,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1785,1347,124800,78976,124928,79104,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0820,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2871,1347,263808,78976,263936,79104,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0821,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2872,1347,263936,78976,264064,79104,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0821,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2873,1347,264064,78976,264192,79104,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0821,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1373,1348,72064,79104,72192,79232,0/1/165/255,0/1/156/255,T421,T412,v2_boundary_correction,S0822,lebennin,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1216,1350,51968,79360,52096,79488,0/1/160/255,0/1/162/255,T416,T418,v2_boundary_correction,S0823,dorEnErnil,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1530,1350,92160,79360,92288,79488,0/1/167/255,0/1/161/255,T423,T417,v2_boundary_correction,S0824,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2992,1350,279296,79360,279424,79488,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0825,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1216,1351,51968,79488,52096,79616,0/1/160/255,0/1/162/255,T416,T418,v2_boundary_correction,S0823,dorEnErnil,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1530,1351,92160,79488,92288,79616,0/1/167/255,0/1/161/255,T423,T417,v2_boundary_correction,S0824,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1781,1351,124288,79488,124416,79616,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0826,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2868,1351,263424,79488,263552,79616,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0827,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1529,1354,92032,79872,92160,80000,0/1/161/255,0/1/167/255,T417,T423,v2_boundary_correction,S0828,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2865,1354,263040,79872,263168,80000,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0829,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1369,1355,71552,80000,71680,80128,0/1/165/255,0/1/156/255,T421,T412,v2_boundary_correction,S0830,lebennin,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2862,1355,262656,80000,262784,80128,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0831,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2863,1355,262784,80000,262912,80128,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0831,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1774,1356,123392,80128,123520,80256,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0832,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2861,1356,262528,80128,262656,80256,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0831,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2850,1357,261120,80256,261248,80384,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0833,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2851,1357,261248,80256,261376,80384,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0833,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2997,1357,279936,80256,280064,80384,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0834,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2852,1358,261376,80384,261504,80512,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0833,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2998,1358,280064,80384,280192,80512,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0834,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1770,1359,122880,80512,123008,80640,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0835,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1365,1361,71040,80768,71168,80896,0/1/165/255,0/1/156/255,T421,T412,v2_boundary_correction,S0836,lebennin,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1532,1368,92416,81664,92544,81792,0/1/167/255,0/1/161/255,T423,T417,v2_boundary_correction,S0841,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1532,1369,92416,81792,92544,81920,0/1/167/255,0/1/161/255,T423,T417,v2_boundary_correction,S0841,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1762,1369,121856,81792,121984,81920,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0842,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1760,1370,121600,81920,121728,82048,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0843,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
3005,1371,280960,82048,281088,82176,0/1/137/255,0/1/170/255,T393,T426,v2_boundary_correction,S0844,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1534,1373,92672,82304,92800,82432,0/1/161/255,0/1/167/255,T417,T423,v2_boundary_correction,S0845,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2789,1380,253312,83200,253440,83328,0/1/184/255,0/1/145/255,T440,T401,v2_boundary_correction,S0846,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2788,1381,253184,83328,253312,83456,0/1/184/255,0/1/145/255,T440,T401,v2_boundary_correction,S0846,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2786,1382,252928,83456,253056,83584,0/1/145/255,0/1/184/255,T401,T440,v2_boundary_correction,S0847,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1733,1384,118144,83712,118272,83840,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0848,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1734,1384,118272,83712,118400,83840,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0848,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1735,1384,118400,83712,118528,83840,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0848,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1736,1384,118528,83712,118656,83840,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0848,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1737,1384,118656,83712,118784,83840,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0848,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1738,1384,118784,83712,118912,83840,0/1/158/255,0/1/171/255,T414,T427,v2_boundary_correction,S0848,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2778,1384,251904,83712,252032,83840,0/1/145/255,0/1/184/255,T401,T440,v2_boundary_correction,S0849,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2779,1384,252032,83712,252160,83840,0/1/145/255,0/1/184/255,T401,T440,v2_boundary_correction,S0849,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
3006,1384,281088,83712,281216,83840,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0850,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1548,1385,94464,83840,94592,83968,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0851,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1730,1385,117760,83840,117888,83968,0/1/171/255,0/1/158/255,T427,T414,v2_boundary_correction,S0852,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1341,1386,67968,83968,68096,84096,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0853,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1481,1387,85888,84096,86016,84224,0/0/0/0,0/1/179/255,GAP,T435,geography_gap_fill,165,mordorMountains,no nearby map transition
1482,1387,86016,84096,86144,84224,0/0/0/0,255/0/220/255,GAP,T654,geography_gap_fill,165,mordorMountains,no nearby map transition
1338,1388,67584,84224,67712,84352,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0854,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1481,1388,85888,84224,86016,84352,0/0/0/0,0/1/179/255,GAP,T435,geography_gap_fill,165,mordorMountains,no nearby map transition
1554,1388,95232,84224,95360,84352,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0855,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
3000,1388,280320,84224,280448,84352,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0856,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
3001,1388,280448,84224,280576,84352,0/1/170/255,0/1/137/255,T426,T393,v2_boundary_correction,S0856,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1336,1389,67328,84352,67456,84480,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0857,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1335,1390,67200,84480,67328,84608,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0857,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1564,1390,96512,84480,96640,84608,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0858,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1331,1392,66688,84736,66816,84864,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0859,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1568,1392,97024,84736,97152,84864,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0860,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2763,1392,249984,84736,250112,84864,0/0/0/0,0/1/145/255,GAP,T401,geography_gap_fill,166,windMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary"
2763,1393,249984,84864,250112,84992,0/0/0/0,0/1/145/255,GAP,T401,geography_gap_fill,166,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary"
2764,1393,250112,84864,250240,84992,0/0/0/0,0/1/145/255,GAP,T401,geography_gap_fill,166,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary"
1327,1394,66176,84992,66304,85120,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0861,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1571,1394,97408,84992,97536,85120,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0862,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2764,1394,250112,84992,250240,85120,0/0/0/0,0/1/145/255,GAP,T401,geography_gap_fill,166,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary"
2765,1394,250240,84992,250368,85120,0/0/0/0,0/1/145/255,GAP,T401,geography_gap_fill,166,windMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary"
1575,1396,97920,85248,98048,85376,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0863,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1577,1397,98176,85376,98304,85504,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0864,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1579,1398,98432,85504,98560,85632,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0865,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1586,1399,99328,85632,99456,85760,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0866,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1635,1402,105600,86016,105728,86144,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0867,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1604,1403,101632,86144,101760,86272,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0868,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1627,1403,104576,86144,104704,86272,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0869,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1628,1403,104704,86144,104832,86272,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0869,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1629,1403,104832,86144,104960,86272,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0869,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1630,1403,104960,86144,105088,86272,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0869,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1608,1404,102144,86272,102272,86400,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0870,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1609,1404,102272,86272,102400,86400,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0870,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1610,1404,102400,86272,102528,86400,0/1/174/255,255/0/220/255,T430,T654,v2_boundary_correction,S0870,mordor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1314,1405,64512,86400,64640,86528,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0871,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1615,1405,103040,86400,103168,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1616,1405,103168,86400,103296,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1617,1405,103296,86400,103424,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1618,1405,103424,86400,103552,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1619,1405,103552,86400,103680,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1620,1405,103680,86400,103808,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1621,1405,103808,86400,103936,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1622,1405,103936,86400,104064,86528,255/0/220/255,0/1/174/255,T654,T430,v2_boundary_correction,S0872,nurn,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2620,1406,231680,86528,231808,86656,0/1/186/255,0/1/145/255,T442,T401,v2_boundary_correction,S0873,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2621,1406,231808,86528,231936,86656,0/1/186/255,0/1/145/255,T442,T401,v2_boundary_correction,S0873,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2629,1406,232832,86528,232960,86656,0/1/145/255,0/1/186/255,T401,T442,v2_boundary_correction,S0874,lastDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2635,1406,233600,86528,233728,86656,0/1/145/255,0/1/186/255,T401,T442,v2_boundary_correction,S0875,lastDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2636,1406,233728,86528,233856,86656,0/1/145/255,0/1/186/255,T401,T442,v2_boundary_correction,S0875,lastDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1312,1408,64256,86784,64384,86912,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0876,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2643,1408,234624,86784,234752,86912,0/1/145/255,0/1/186/255,T401,T442,v2_boundary_correction,S0877,lastDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1311,1409,64128,86912,64256,87040,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0876,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1310,1410,64000,87040,64128,87168,0/1/175/255,0/1/185/255,T431,T441,v2_boundary_correction,S0876,harondor,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2594,1410,228352,87040,228480,87168,0/1/145/255,0/1/186/255,T401,T442,v2_boundary_correction,S0878,lastDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2595,1410,228480,87040,228608,87168,0/1/145/255,0/1/186/255,T401,T442,v2_boundary_correction,S0878,lastDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2663,1411,237184,87168,237312,87296,0/1/186/255,0/1/145/255,T442,T401,v2_boundary_correction,S0879,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2664,1411,237312,87168,237440,87296,0/1/186/255,0/1/145/255,T442,T401,v2_boundary_correction,S0879,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2665,1411,237440,87168,237568,87296,0/1/186/255,0/1/145/255,T442,T401,v2_boundary_correction,S0879,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2666,1411,237568,87168,237696,87296,0/1/186/255,0/1/145/255,T442,T401,v2_boundary_correction,S0879,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
