mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,segment,biome,rationale
681,461,-16512,-34432,-16384,-34304,0/0/33/255,0/0/30/255,T033,T030,S0001,forodwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1125,1989,40320,161152,40448,161280,0/1/242/255,0/1/235/255,T498,T491,S1036,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1126,1989,40448,161152,40576,161280,0/1/242/255,0/1/235/255,T498,T491,S1036,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1127,1989,40576,161152,40704,161280,0/1/242/255,0/1/235/255,T498,T491,S1036,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1128,1989,40704,161152,40832,161280,0/1/242/255,0/1/235/255,T498,T491,S1036,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1129,1989,40832,161152,40960,161280,0/1/242/255,0/1/235/255,T498,T491,S1036,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1004,1990,24832,161280,24960,161408,0/1/242/255,0/1/240/255,T498,T496,S1035,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1155,1990,44160,161280,44288,161408,0/2/0/255,0/1/247/255,T512,T503,S1037,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1004,1991,24832,161408,24960,161536,0/1/242/255,0/1/240/255,T498,T496,S1035,nearHaradSemiDesert,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1157,1995,44416,161920,44544,162048,0/2/0/255,0/1/247/255,T512,T503,S1038,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1158,1997,44544,162176,44672,162304,0/2/0/255,0/1/247/255,T512,T503,S1039,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1160,1999,44800,162432,44928,162560,0/2/0/255,0/1/247/255,T512,T503,S1040,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1193,1999,49024,162432,49152,162560,0/1/244/255,0/2/0/255,T500,T512,S1041,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1162,2002,45056,162816,45184,162944,0/1/247/255,0/2/0/255,T503,T512,S1042,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1004,2003,24832,162944,24960,163072,0/1/242/255,0/1/251/255,T498,T507,S1043,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1163,2004,45184,163072,45312,163200,0/1/247/255,0/2/0/255,T503,T512,S1044,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1164,2005,45312,163200,45440,163328,0/1/247/255,0/2/0/255,T503,T512,S1044,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1007,2007,25216,163456,25344,163584,0/1/242/255,0/1/251/255,T498,T507,S1045,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1131,2007,41088,163456,41216,163584,0/1/242/255,0/1/255/255,T498,T511,S1046,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1132,2007,41216,163456,41344,163584,0/1/242/255,0/1/255/255,T498,T511,S1046,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1133,2007,41344,163456,41472,163584,0/1/242/255,0/1/255/255,T498,T511,S1046,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1165,2007,45440,163456,45568,163584,0/1/247/255,0/2/0/255,T503,T512,S1047,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1008,2008,25344,163584,25472,163712,0/1/242/255,0/1/251/255,T498,T507,S1045,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1136,2008,41728,163584,41856,163712,0/1/242/255,0/1/255/255,T498,T511,S1048,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1166,2008,45568,163584,45696,163712,0/1/247/255,0/2/0/255,T503,T512,S1047,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1114,2009,38912,163712,39040,163840,0/1/255/255,0/1/242/255,T511,T498,S1049,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1119,2009,39552,163712,39680,163840,0/1/242/255,0/1/255/255,T498,T511,S1050,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1137,2009,41856,163712,41984,163840,0/1/242/255,0/1/255/255,T498,T511,S1048,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1196,2009,49408,163712,49536,163840,0/2/0/255,0/1/244/255,T512,T500,S1051,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1011,2010,25728,163840,25856,163968,0/1/251/255,0/1/242/255,T507,T498,S1052,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1109,2010,38272,163840,38400,163968,0/1/242/255,0/1/255/255,T498,T511,S1053,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1110,2010,38400,163840,38528,163968,0/1/242/255,0/1/255/255,T498,T511,S1053,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1111,2010,38528,163840,38656,163968,0/1/242/255,0/1/255/255,T498,T511,S1053,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1112,2010,38656,163840,38784,163968,0/1/242/255,0/1/255/255,T498,T511,S1053,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1138,2010,41984,163840,42112,163968,0/1/242/255,0/1/255/255,T498,T511,S1048,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1144,2010,42752,163840,42880,163968,0/1/255/255,0/1/242/255,T511,T498,S1054,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1197,2010,49536,163840,49664,163968,0/2/0/255,0/1/244/255,T512,T500,S1051,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1012,2011,25856,163968,25984,164096,0/1/251/255,0/1/242/255,T507,T498,S1052,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1013,2011,25984,163968,26112,164096,0/1/251/255,0/1/242/255,T507,T498,S1052,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1028,2011,27904,163968,28032,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1029,2011,28032,163968,28160,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1030,2011,28160,163968,28288,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1031,2011,28288,163968,28416,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1032,2011,28416,163968,28544,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1033,2011,28544,163968,28672,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1034,2011,28672,163968,28800,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1035,2011,28800,163968,28928,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1036,2011,28928,163968,29056,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1037,2011,29056,163968,29184,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1038,2011,29184,163968,29312,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1039,2011,29312,163968,29440,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1040,2011,29440,163968,29568,164096,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1044,2011,29952,163968,30080,164096,0/1/242/255,0/1/251/255,T498,T507,S1056,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1097,2011,36736,163968,36864,164096,0/1/242/255,0/1/255/255,T498,T511,S1057,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1098,2011,36864,163968,36992,164096,0/1/242/255,0/1/255/255,T498,T511,S1057,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1099,2011,36992,163968,37120,164096,0/1/242/255,0/1/255/255,T498,T511,S1057,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1100,2011,37120,163968,37248,164096,0/1/242/255,0/1/255/255,T498,T511,S1057,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1141,2011,42368,163968,42496,164096,0/1/255/255,0/1/242/255,T511,T498,S1054,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1142,2011,42496,163968,42624,164096,0/1/255/255,0/1/242/255,T511,T498,S1054,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1143,2011,42624,163968,42752,164096,0/1/255/255,0/1/242/255,T511,T498,S1054,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1198,2011,49664,163968,49792,164096,0/2/0/255,0/1/244/255,T512,T500,S1051,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1014,2012,26112,164096,26240,164224,0/1/251/255,0/1/242/255,T507,T498,S1052,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1026,2012,27648,164096,27776,164224,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1027,2012,27776,164096,27904,164224,0/1/242/255,0/1/251/255,T498,T507,S1055,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1167,2012,45696,164096,45824,164224,0/2/0/255,0/1/247/255,T512,T503,S1058,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1168,2012,45824,164096,45952,164224,0/2/0/255,0/1/247/255,T512,T503,S1058,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1016,2013,26368,164224,26496,164352,0/1/251/255,0/1/242/255,T507,T498,S1059,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1023,2013,27264,164224,27392,164352,0/1/242/255,0/1/251/255,T498,T507,S1060,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1162,2015,45056,164480,45184,164608,0/1/247/255,0/2/0/255,T503,T512,S1061,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1201,2016,50048,164608,50176,164736,0/1/244/255,0/2/0/255,T500,T512,S1062,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1155,2022,44160,165376,44288,165504,0/1/255/255,0/2/0/255,T511,T512,S1063,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1207,2022,50816,165376,50944,165504,0/2/0/255,0/1/244/255,T512,T500,S1064,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1209,2023,51072,165504,51200,165632,0/2/0/255,0/1/244/255,T512,T500,S1065,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1211,2024,51328,165632,51456,165760,0/2/0/255,0/1/244/255,T512,T500,S1066,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1213,2025,51584,165760,51712,165888,0/2/0/255,0/1/244/255,T512,T500,S1067,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1154,2028,44032,166144,44160,166272,0/1/255/255,0/2/0/255,T511,T512,S1068,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1155,2028,44160,166144,44288,166272,0/1/255/255,0/2/0/255,T511,T512,S1068,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1156,2028,44288,166144,44416,166272,0/1/255/255,0/2/0/255,T511,T512,S1068,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1157,2028,44416,166144,44544,166272,0/1/255/255,0/2/0/255,T511,T512,S1068,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1161,2029,44928,166272,45056,166400,0/2/0/255,0/1/255/255,T512,T511,S1069,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1220,2030,52480,166400,52608,166528,0/1/244/255,0/2/0/255,T500,T512,S1070,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1223,2031,52864,166528,52992,166656,0/2/0/255,0/1/244/255,T512,T500,S1071,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1167,2032,45696,166656,45824,166784,0/2/0/255,0/1/255/255,T512,T511,S1072,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1225,2032,53120,166656,53248,166784,0/1/244/255,0/2/0/255,T500,T512,S1073,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1226,2032,53248,166656,53376,166784,0/1/244/255,0/2/0/255,T500,T512,S1073,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1170,2033,46080,166784,46208,166912,0/2/0/255,0/1/255/255,T512,T511,S1074,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1228,2033,53504,166784,53632,166912,0/1/244/255,0/2/0/255,T500,T512,S1075,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1171,2034,46208,166912,46336,167040,0/2/0/255,0/1/255/255,T512,T511,S1074,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1173,2035,46464,167040,46592,167168,0/1/255/255,0/2/0/255,T511,T512,S1076,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1174,2036,46592,167168,46720,167296,0/1/255/255,0/2/0/255,T511,T512,S1076,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1175,2037,46720,167296,46848,167424,0/2/0/255,0/1/255/255,T512,T511,S1076,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1244,2039,55552,167552,55680,167680,0/2/0/255,0/1/254/255,T512,T510,S1077,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1245,2039,55680,167552,55808,167680,0/2/0/255,0/1/254/255,T512,T510,S1077,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1177,2041,46976,167808,47104,167936,0/2/0/255,0/1/255/255,T512,T511,S1078,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1180,2044,47360,168192,47488,168320,0/2/0/255,0/1/255/255,T512,T511,S1079,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1256,2046,57088,168448,57216,168576,0/2/0/255,0/1/254/255,T512,T510,S1080,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1256,2047,57088,168576,57216,168704,0/2/0/255,0/1/254/255,T512,T510,S1080,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1256,2048,57088,168704,57216,168832,0/2/0/255,0/1/254/255,T512,T510,S1080,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1185,2049,48000,168832,48128,168960,0/2/0/255,0/1/255/255,T512,T511,S1081,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1186,2050,48128,168960,48256,169088,0/2/0/255,0/1/255/255,T512,T511,S1081,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1260,2054,57600,169472,57728,169600,0/2/0/255,0/1/254/255,T512,T510,S1082,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1193,2056,49024,169728,49152,169856,0/2/0/255,0/1/255/255,T512,T511,S1083,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1194,2056,49152,169728,49280,169856,0/2/0/255,0/1/255/255,T512,T511,S1083,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1195,2056,49280,169728,49408,169856,0/2/0/255,0/1/255/255,T512,T511,S1083,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1202,2057,50176,169856,50304,169984,0/2/0/255,0/1/255/255,T512,T511,S1084,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1263,2057,57984,169856,58112,169984,0/2/0/255,0/1/254/255,T512,T510,S1085,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1204,2058,50432,169984,50560,170112,0/2/0/255,0/1/255/255,T512,T511,S1086,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1211,2059,51328,170112,51456,170240,0/1/255/255,0/2/0/255,T511,T512,S1087,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1213,2061,51584,170368,51712,170496,0/2/0/255,0/1/255/255,T512,T511,S1088,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1213,2062,51584,170496,51712,170624,0/2/0/255,0/1/255/255,T512,T511,S1088,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1213,2063,51584,170624,51712,170752,0/2/0/255,0/1/255/255,T512,T511,S1088,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1214,2065,51712,170880,51840,171008,0/1/255/255,0/2/0/255,T511,T512,S1089,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1214,2066,51712,171008,51840,171136,0/1/255/255,0/2/0/255,T511,T512,S1089,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1214,2067,51712,171136,51840,171264,0/1/255/255,0/2/0/255,T511,T512,S1089,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1275,2069,59520,171392,59648,171520,0/1/254/255,0/2/0/255,T510,T512,S1090,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1217,2071,52096,171648,52224,171776,0/2/0/255,0/1/255/255,T512,T511,S1091,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1218,2073,52224,171904,52352,172032,0/2/0/255,0/1/255/255,T512,T511,S1092,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1277,2073,59776,171904,59904,172032,0/1/254/255,0/2/0/255,T510,T512,S1093,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1219,2074,52352,172032,52480,172160,0/2/0/255,0/1/255/255,T512,T511,S1092,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1220,2075,52480,172160,52608,172288,0/2/0/255,0/1/255/255,T512,T511,S1092,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1280,2077,60160,172416,60288,172544,0/2/0/255,0/1/254/255,T512,T510,S1094,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1283,2078,60544,172544,60672,172672,0/2/0/255,0/1/254/255,T512,T510,S1095,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1291,2081,61568,172928,61696,173056,0/2/0/255,0/1/254/255,T512,T510,S1096,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1224,2086,52992,173568,53120,173696,0/2/0/255,0/1/255/255,T512,T511,S1097,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1221,2089,52608,173952,52736,174080,0/1/255/255,0/2/0/255,T511,T512,S1098,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1220,2095,52480,174720,52608,174848,0/2/0/255,0/1/255/255,T512,T511,S1099,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1301,2095,62848,174720,62976,174848,0/2/0/255,0/1/254/255,T512,T510,S1100,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1302,2098,62976,175104,63104,175232,0/2/0/255,0/1/254/255,T512,T510,S1101,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1303,2099,63104,175232,63232,175360,0/2/0/255,0/1/254/255,T512,T510,S1101,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1304,2099,63232,175232,63360,175360,0/2/0/255,0/1/254/255,T512,T510,S1101,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1305,2100,63360,175360,63488,175488,0/2/0/255,0/1/254/255,T512,T510,S1101,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1307,2101,63616,175488,63744,175616,0/2/0/255,0/1/254/255,T512,T510,S1102,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1309,2102,63872,175616,64000,175744,0/2/0/255,0/1/254/255,T512,T510,S1103,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1311,2103,64128,175744,64256,175872,0/2/0/255,0/1/254/255,T512,T510,S1104,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1315,2106,64640,176128,64768,176256,0/1/254/255,0/2/0/255,T510,T512,S1105,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1317,2109,64896,176512,65024,176640,0/1/254/255,0/2/0/255,T510,T512,S1106,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1317,2110,64896,176640,65024,176768,0/1/254/255,0/2/0/255,T510,T512,S1106,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1317,2111,64896,176768,65024,176896,0/1/254/255,0/2/0/255,T510,T512,S1106,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
