mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_tile_id,biome,distance_squared,equal_nearest,tie,original_neighbor_ids,geometry,width_cells,rationale
667,453,-18304,-35456,-18176,-35328,0/0/0/0,T033,tundra,1,T033,False,T030|T033,D-,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
984,1102,22272,47616,22400,47744,0/0/0/0,T313,enedwaith,1,T313,False,T306|T313|T333,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
985,1102,22400,47616,22528,47744,0/0/0/0,T306,enedwaith,1,T306,False,T306|T313|T333,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1106,1102,37888,47616,38016,47744,0/0/0/0,T337,adornland,1,T337,False,T321|T323|T337,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1107,1102,38016,47616,38144,47744,0/0/0/0,T323,rohan,1,T323,False,T321|T323|T337,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1150,1102,43520,47616,43648,47744,0/0/0/0,T323,rohan,1,T323|T325,True,T323|T325,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1204,1102,50432,47616,50560,47744,0/0/0/0,T324,rohan,1,T324|T325,True,T324|T325|T342,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1241,1102,55168,47616,55296,47744,0/0/0/0,T324,rohan,1,T307|T324,True,T307|T324|T328,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1252,1102,56576,47616,56704,47744,0/0/0/0,T307,rohan,1,T307,False,T307|T328,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1253,1102,56704,47616,56832,47744,0/0/0/0,T328,rohan,1,T328,False,T307|T328,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1427,1102,78976,47616,79104,47744,0/0/0/0,T340,deadMarshes,1,T340,False,T326|T340,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1428,1102,79104,47616,79232,47744,0/0/0/0,T326,deadMarshes,1,T326,False,T326|T340,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1429,1102,79232,47616,79360,47744,0/0/0/0,T326,dagorlad,1,T326,False,T326|T340,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1430,1102,79360,47616,79488,47744,0/0/0/0,T326,dagorlad,1,T326,False,T326|T340,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1526,1102,91648,47616,91776,47744,0/0/0/0,T326,brownLands,1,T326|T334,True,T326|T334,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1682,1102,111616,47616,111744,47744,0/0/0/0,T334,brownLands,1,T334,False,T288|T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1683,1102,111744,47616,111872,47744,0/0/0/0,T319,wilderland,2,T319|T334,True,T288|T319|T334,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1684,1102,111872,47616,112000,47744,0/0/0/0,T319,wilderland,1,T319,False,T288|T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1685,1102,112000,47616,112128,47744,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1780,1102,124160,47616,124288,47744,0/0/0/0,T319,wilderland,1,T319,False,T319|T322,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1781,1102,124288,47616,124416,47744,0/0/0/0,T322,wilderland,1,T322,False,T319|T322,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1884,1102,137472,47616,137600,47744,0/0/0/0,T329,rhunLandSteppe,1,T329,False,T329|T331,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1885,1102,137600,47616,137728,47744,0/0/0/0,T329,rhunLandSteppe,1,T329,False,T329|T331,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1886,1102,137728,47616,137856,47744,0/0/0/0,T329,rhunLandSteppe,1,T329,False,T329|T331,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1887,1102,137856,47616,137984,47744,0/0/0/0,T331,rhunLandSteppe,1,T329|T331,True,T329|T331,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1888,1102,137984,47616,138112,47744,0/0/0/0,T331,rhunLandSteppe,1,T329|T331,True,T329|T331,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1889,1102,138112,47616,138240,47744,0/0/0/0,T331,rhunLandSteppe,1,T329|T331,True,T329|T331,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1977,1102,149376,47616,149504,47744,0/0/0/0,T331,rhun,1,T331|T349,True,T331|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2082,1102,162816,47616,162944,47744,0/0/0/0,T349,rhun,1,T349,False,T308|T349,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2083,1102,162944,47616,163072,47744,0/0/0/0,T308,rhun,1,T308,False,T308|T349,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2144,1102,170752,47616,170880,47744,0/0/0/0,T308,rhun,1,T308,False,T308|T350,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2145,1102,170880,47616,171008,47744,0/0/0/0,T308,rhun,1,T308,False,T308|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2146,1102,171008,47616,171136,47744,0/0/0/0,T350,rhun,1,T350,False,T308|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2260,1102,185600,47616,185728,47744,0/0/0/0,T303,rhun,1,T303,False,T303|T344|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2261,1102,185728,47616,185856,47744,0/0/0/0,T344,rhun,1,T344,False,T303|T344|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2342,1102,196096,47616,196224,47744,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2343,1102,196224,47616,196352,47744,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2344,1102,196352,47616,196480,47744,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2345,1102,196480,47616,196608,47744,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2740,1102,247040,47616,247168,47744,0/0/0/0,T317,rhun,1,T304|T317,True,T304|T317|T401,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
911,1103,12928,47744,13056,47872,0/0/0/0,T313,enedwaith,1,T313|T330,True,T313|T330,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
984,1103,22272,47744,22400,47872,0/0/0/0,T313,enedwaith,1,T313,False,T306|T313|T333,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
985,1103,22400,47744,22528,47872,0/0/0/0,T306,enedwaith,1,T306,False,T306|T313|T333,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1106,1103,37888,47744,38016,47872,0/0/0/0,T337,adornland,1,T337,False,T321|T323|T337,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1107,1103,38016,47744,38144,47872,0/0/0/0,T323,rohan,1,T323,False,T321|T323|T337,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1149,1103,43392,47744,43520,47872,0/0/0/0,T323,rohan,1,T323,False,T323|T325,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1150,1103,43520,47744,43648,47872,0/0/0/0,T325,rohan,1,T325,False,T323|T325,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1204,1103,50432,47744,50560,47872,0/0/0/0,T325,rohan,1,T325,False,T324|T325|T342,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1205,1103,50560,47744,50688,47872,0/0/0/0,T324,rohan,1,T324,False,T324|T325|T342,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1252,1103,56576,47744,56704,47872,0/0/0/0,T307,rohan,1,T307|T328,True,T307|T328,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1428,1103,79104,47744,79232,47872,0/0/0/0,T340,deadMarshes,1,T340,False,T326|T340,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1429,1103,79232,47744,79360,47872,0/0/0/0,T340,deadMarshes,1,T340,False,T326|T340,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1430,1103,79360,47744,79488,47872,0/0/0/0,T326,deadMarshes,2,T326|T340,True,T326|T340,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1431,1103,79488,47744,79616,47872,0/0/0/0,T326,dagorlad,1,T326,False,T326|T340,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1526,1103,91648,47744,91776,47872,0/0/0/0,T326,brownLands,1,T326|T334,True,T326|T334,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1683,1103,111744,47744,111872,47872,0/0/0/0,T334,brownLands,1,T334,False,T288|T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1684,1103,111872,47744,112000,47872,0/0/0/0,T334,brownLands,1,T334,False,T288|T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1685,1103,112000,47744,112128,47872,0/0/0/0,T334,wilderland,1,T334,False,T319|T334,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1686,1103,112128,47744,112256,47872,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1780,1103,124160,47744,124288,47872,0/0/0/0,T322,wilderland,1,T319|T322,True,T319|T322,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1882,1103,137216,47744,137344,47872,0/0/0/0,T329,rhunLandSteppe,1,T329,False,T329|T331,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1883,1103,137344,47744,137472,47872,0/0/0/0,T331,rhunLandSteppe,1,T329|T331,True,T329|T331,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1884,1103,137472,47744,137600,47872,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T329|T331,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1885,1103,137600,47744,137728,47872,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T329|T331,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1886,1103,137728,47744,137856,47872,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T329|T331,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1976,1103,149248,47744,149376,47872,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T331|T349,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1977,1103,149376,47744,149504,47872,0/0/0/0,T349,rhun,1,T349,False,T331|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2083,1103,162944,47744,163072,47872,0/0/0/0,T349,rhun,1,T349,False,T308|T349,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2084,1103,163072,47744,163200,47872,0/0/0/0,T308,rhun,1,T308|T349,True,T308|T349,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2085,1103,163200,47744,163328,47872,0/0/0/0,T308,rhun,1,T308,False,T308|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2143,1103,170624,47744,170752,47872,0/0/0/0,T308,rhun,1,T308,False,T308|T350,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2144,1103,170752,47744,170880,47872,0/0/0/0,T350,rhun,1,T350,False,T308|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2145,1103,170880,47744,171008,47872,0/0/0/0,T350,rhun,1,T350,False,T308|T350,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2260,1103,185600,47744,185728,47872,0/0/0/0,T344,rhun,1,T303|T344,True,T303|T344|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2344,1103,196352,47744,196480,47872,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2345,1103,196480,47744,196608,47872,0/0/0/0,T344,rhunForest,1,T344,False,T318|T344,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2346,1103,196608,47744,196736,47872,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2740,1103,247040,47744,247168,47872,0/0/0/0,T317,rhun,1,T304|T317,True,T304|T317|T401,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
911,1104,12928,47872,13056,48000,0/0/0/0,T313,enedwaith,1,T313|T330,True,T313|T330,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
985,1104,22400,47872,22528,48000,0/0/0/0,T313,enedwaith,1,T306|T313,True,T306|T313|T333,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1066,1104,32768,47872,32896,48000,0/0/0/0,T333,adornland,1,T333,False,T320|T333|T337,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1067,1104,32896,47872,33024,48000,0/0/0/0,T337,adornland,1,T337,False,T320|T333|T337,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1107,1104,38016,47872,38144,48000,0/0/0/0,T337,adornland,1,T337,False,T321|T323|T337,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1108,1104,38144,47872,38272,48000,0/0/0/0,T323,rohan,1,T323,False,T321|T323|T337,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1148,1104,43264,47872,43392,48000,0/0/0/0,T323,rohan,1,T323,False,T323|T325,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1149,1104,43392,47872,43520,48000,0/0/0/0,T325,rohan,1,T325,False,T323|T325,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1205,1104,50560,47872,50688,48000,0/0/0/0,T325,rohan,1,T324|T325,True,T324|T325|T342,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1251,1104,56448,47872,56576,48000,0/0/0/0,T307,rohan,1,T307,False,T307|T328,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1252,1104,56576,47872,56704,48000,0/0/0/0,T328,rohan,1,T328,False,T307|T328,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1430,1104,79360,47872,79488,48000,0/0/0/0,T340,deadMarshes,1,T340,False,T326|T340,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1431,1104,79488,47872,79616,48000,0/0/0/0,T340,deadMarshes,1,T340,False,T326|T340,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1432,1104,79616,47872,79744,48000,0/0/0/0,T340,deadMarshes,1,T326|T340,True,T326|T340,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1433,1104,79744,47872,79872,48000,0/0/0/0,T326,deadMarshes,1,T326,False,T326|T340,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1434,1104,79872,47872,80000,48000,0/0/0/0,T326,dagorlad,1,T326,False,T326|T340,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1526,1104,91648,47872,91776,48000,0/0/0/0,T326,brownLands,1,T326|T334,True,T326|T334,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1686,1104,112128,47872,112256,48000,0/0/0/0,T334,brownLands,1,T334,False,T319|T334,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1687,1104,112256,47872,112384,48000,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1688,1104,112384,47872,112512,48000,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1689,1104,112512,47872,112640,48000,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1779,1104,124032,47872,124160,48000,0/0/0/0,T319,wilderland,1,T319,False,T319|T322,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1780,1104,124160,47872,124288,48000,0/0/0/0,T322,wilderland,1,T322,False,T319|T322,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1881,1104,137088,47872,137216,48000,0/0/0/0,T329,rhunLandSteppe,1,T329,False,T329|T331,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1882,1104,137216,47872,137344,48000,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T329|T331,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1976,1104,149248,47872,149376,48000,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T331|T349,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1977,1104,149376,47872,149504,48000,0/0/0/0,T349,rhun,1,T349,False,T331|T349,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2085,1104,163200,47872,163328,48000,0/0/0/0,T349,rhun,1,T349,False,T308|T349,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2086,1104,163328,47872,163456,48000,0/0/0/0,T308,rhun,1,T308,False,T308|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2087,1104,163456,47872,163584,48000,0/0/0/0,T308,rhun,1,T308,False,T308|T349,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2142,1104,170496,47872,170624,48000,0/0/0/0,T308,rhun,1,T308,False,T308|T350,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2143,1104,170624,47872,170752,48000,0/0/0/0,T350,rhun,1,T350,False,T308|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2258,1104,185344,47872,185472,48000,0/0/0/0,T303,rhun,1,T303,False,T303|T344|T350,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2259,1104,185472,47872,185600,48000,0/0/0/0,T344,rhun,1,T303|T344,True,T303|T344|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2346,1104,196608,47872,196736,48000,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2347,1104,196736,47872,196864,48000,0/0/0/0,T318,rhun,1,T318,False,T318|T344,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2348,1104,196864,47872,196992,48000,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2349,1104,196992,47872,197120,48000,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2739,1104,246912,47872,247040,48000,0/0/0/0,T317,rhun,1,T304|T317,True,T304|T317|T401,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
911,1105,12928,48000,13056,48128,0/0/0/0,T313,enedwaith,1,T313|T330,True,T313|T330|T360,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
985,1105,22400,48000,22528,48128,0/0/0/0,T313,enedwaith,1,T313,False,T306|T313|T333,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
986,1105,22528,48000,22656,48128,0/0/0/0,T306,enedwaith,1,T306,False,T306|T313|T333,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1066,1105,32768,48000,32896,48128,0/0/0/0,T337,adornland,1,T333|T337,True,T320|T333|T337,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1108,1105,38144,48000,38272,48128,0/0/0/0,T323,rohan,1,T323|T337,True,T321|T323|T337,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1126,1105,40448,48000,40576,48128,0/0/0/0,T323,whiteMountains,1,T323,False,T323|T335,V,7,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1148,1105,43264,48000,43392,48128,0/0/0/0,T323,rohan,1,T323|T325,True,T323|T325,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1205,1105,50560,48000,50688,48128,0/0/0/0,T325,rohan,1,T325,False,T324|T325|T342,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1206,1105,50688,48000,50816,48128,0/0/0/0,T324,rohan,1,T324,False,T324|T325|T342,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1250,1105,56320,48000,56448,48128,0/0/0/0,T307,rohan,1,T307,False,T307|T328,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1251,1105,56448,48000,56576,48128,0/0/0/0,T328,rohan,1,T328,False,T307|T328,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1433,1105,79744,48000,79872,48128,0/0/0/0,T340,deadMarshes,1,T340,False,T326|T340,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1434,1105,79872,48000,80000,48128,0/0/0/0,T340,deadMarshes,2,T326|T340,True,T326|T340,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1435,1105,80000,48000,80128,48128,0/0/0/0,T326,dagorlad,1,T326,False,T326|T340,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1526,1105,91648,48000,91776,48128,0/0/0/0,T326,brownLands,1,T326|T334,True,T326|T334,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1687,1105,112256,48000,112384,48128,0/0/0/0,T334,brownLands,1,T334,False,T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1688,1105,112384,48000,112512,48128,0/0/0/0,T334,brownLands,1,T334,False,T319|T334,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1689,1105,112512,48000,112640,48128,0/0/0/0,T334,wilderland,1,T334,False,T319|T334,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1690,1105,112640,48000,112768,48128,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1691,1105,112768,48000,112896,48128,0/0/0/0,T319,wilderland,1,T319,False,T319|T334,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1779,1105,124032,48000,124160,48128,0/0/0/0,T319,wilderland,1,T319|T322,True,T319|T322,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1880,1105,136960,48000,137088,48128,0/0/0/0,T329,rhunLandSteppe,1,T329,False,T329|T331,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1881,1105,137088,48000,137216,48128,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T329|T331,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1976,1105,149248,48000,149376,48128,0/0/0/0,T331,rhunLandSteppe,1,T331,False,T331|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1977,1105,149376,48000,149504,48128,0/0/0/0,T349,rhun,1,T349,False,T331|T349,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2086,1105,163328,48000,163456,48128,0/0/0/0,T349,rhun,1,T349,False,T308|T349,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2087,1105,163456,48000,163584,48128,0/0/0/0,T349,rhun,1,T349,False,T308|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2088,1105,163584,48000,163712,48128,0/0/0/0,T308,rhun,1,T308,False,T308|T349,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2140,1105,170240,48000,170368,48128,0/0/0/0,T308,rhun,1,T308,False,T308|T350,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2141,1105,170368,48000,170496,48128,0/0/0/0,T350,rhun,1,T308|T350,True,T308|T350,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2142,1105,170496,48000,170624,48128,0/0/0/0,T350,rhun,1,T350,False,T308|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2258,1105,185344,48000,185472,48128,0/0/0/0,T303,rhun,1,T303,False,T303|T344|T350,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2259,1105,185472,48000,185600,48128,0/0/0/0,T344,rhun,1,T344,False,T303|T344|T350,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2347,1105,196736,48000,196864,48128,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2348,1105,196864,48000,196992,48128,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2349,1105,196992,48000,197120,48128,0/0/0/0,T344,rhun,1,T344,False,T318|T344,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2350,1105,197120,48000,197248,48128,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2351,1105,197248,48000,197376,48128,0/0/0/0,T318,rhunForest,1,T318,False,T318|T344,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2739,1105,246912,48000,247040,48128,0/0/0/0,T317,rhun,1,T304|T317,True,T304|T317|T401,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
911,1106,12928,48128,13056,48256,0/0/0/0,T313,enedwaith,1,T313|T330,True,T313|T330|T360,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
986,1106,22528,48128,22656,48256,0/0/0/0,T313,enedwaith,1,T306|T313,True,T306|T313|T333,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1065,1106,32640,48128,32768,48256,0/0/0/0,T333,adornland,1,T333,False,T320|T333|T337,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1066,1106,32768,48128,32896,48256,0/0/0/0,T337,adornland,1,T337,False,T320|T333|T337,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1108,1106,38144,48128,38272,48256,0/0/0/0,T323,whiteMountainsFoothills,1,T323|T337,True,T323|T337,D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
