tile_id,default_ruling_faction,waypoint_level,map_region,source,balance_weight,reason,questionable
T513,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 365.3px away.,NO
T514,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 409.3px away.,NO
T515,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 523.7px away.,NO
T516,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 511.9px away.,NO
T517,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 365.8px away.,NO
T518,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 426.3px away.,NO
T519,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 357.7px away.,NO
T520,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 364.3px away.,NO
T521,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 365.3px away.,NO
T522,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 367.9px away.,NO
T523,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 406.6px away.,NO
T524,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 466.8px away.,NO
T525,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 403.2px away.,NO
T526,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 446.8px away.,NO
T527,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 445.9px away.,NO
T528,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 445.3px away.,NO
T529,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 443.9px away.,NO
T530,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 443.8px away.,NO
T531,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 442.7px away.,NO
T532,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 441.7px away.,NO
T533,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 451.8px away.,NO
T534,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 476.0px away.,NO
T535,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 425.8px away.,NO
T536,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 495.3px away.,NO
T537,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 382.0px away.,NO
T538,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 491.7px away.,NO
T539,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 456.4px away.,NO
T540,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 472.7px away.,NO
T541,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 362.4px away.,NO
T542,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 558.2px away.,NO
T543,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 583.6px away.,NO
T544,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 302.7px away.,NO
T545,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 331.9px away.,NO
T546,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 330.1px away.,NO
T547,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 575.9px away.,NO
T548,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 283.0px away.,NO
T549,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 323.3px away.,NO
T550,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 314.2px away.,NO
T551,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 250.1px away.,NO
T552,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 469.2px away.,NO
T553,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 590.1px away.,NO
T554,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 176.6px away.,NO
T555,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 688.9px away.,NO
T556,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 282.7px away.,NO
T557,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 162.9px away.,NO
T558,,1,FAR_HARAD (GRASSLANDS),WAYPOINT_DEFAULT,0,Waypoint default: Taurelonde,NO
T559,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T560,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 737.1px away.,NO
T561,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 124.5px away.,NO
T562,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 680.6px away.,NO
T563,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 595.3px away.,NO
T564,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 205.3px away.,NO
T565,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 153.6px away.,NO
T566,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 256.4px away.,NO
T567,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 221.9px away.,NO
T568,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 455.9px away.,NO
T569,HARAD,0,GULF_HARAD,CORE_EXPANSION,1,Connected core expansion from T575; nearest clear faction anchor 114.9px away,NO
T570,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 212.8px away.,NO
T571,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 211.2px away.,NO
T572,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 189.1px away.,NO
T573,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 145.2px away.,NO
T574,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 636.7px away.,NO
T575,HARAD,3,GULF_HARAD,WAYPOINT_DEFAULT,6,Waypoint default: Bridge of Harlanhir,NO
T576,HARAD,0,GULF_HARAD,CORE_EXPANSION,1,Connected core expansion from T575; nearest clear faction anchor 91.1px away,NO
T577,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 564.0px away.,NO
T578,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 598.9px away.,NO
T579,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 421.0px away.,NO
T580,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 350.5px away.,NO
T581,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 761.4px away.,NO
T582,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 262.7px away.,NO
T583,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 142.9px away.,NO
T584,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 203.6px away.,NO
T585,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 491.8px away.,NO
T586,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 689.2px away.,NO
T587,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 286.4px away.,NO
T588,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 227.6px away.,NO
T589,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 169.1px away.,NO
T590,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 656.7px away.,NO
T591,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 373.8px away.,NO
T592,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 558.7px away.,NO
T593,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 279.0px away.,NO
T594,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 830.7px away.,NO
T595,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 631.0px away.,NO
T596,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 436.2px away.,NO
T597,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 364.8px away.,NO
T598,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 519.5px away.,NO
T599,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 754.3px away.,NO
T600,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 350.9px away.,NO
T601,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 353.8px away.,NO
T602,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 443.5px away.,NO
T603,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 675.5px away.,NO
T604,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 367.9px away.,NO
T605,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 889.3px away.,NO
T606,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 647.8px away.,NO
T607,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 473.4px away.,NO
T608,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 829.9px away.,NO
T609,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 545.0px away.,NO
T610,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 594.5px away.,NO
T611,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 740.2px away.,NO
T612,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 698.2px away.,NO
T613,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 540.3px away.,NO
T614,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 837.0px away.,NO
T615,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 996.7px away.,NO
T616,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 922.9px away.,NO
T617,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 642.6px away.,NO
T618,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 556.4px away.,NO
T619,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 722.2px away.,NO
T620,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 634.4px away.,NO
T621,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 852.4px away.,NO
T622,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 709.5px away.,NO
T623,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 817.0px away.,NO
T624,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 982.8px away.,NO
T625,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 796.7px away.,NO
T626,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 738.2px away.,NO
T627,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 890.5px away.,NO
T628,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 853.7px away.,NO
T629,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 810.9px away.,NO
T630,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 996.7px away.,NO
T631,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1105.9px away.,NO
T632,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 974.4px away.,NO
T633,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 821.8px away.,NO
T634,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1178.8px away.,NO
T635,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 915.3px away.,NO
T636,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1227.1px away.,NO
T637,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 895.7px away.,NO
T638,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1229.5px away.,NO
T639,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1107.8px away.,NO
T640,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1012.2px away.,NO
T641,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 869.0px away.,NO
T642,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1217.1px away.,NO
T643,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 877.5px away.,NO
T644,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 896.1px away.,NO
T645,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1026.7px away.,NO
T646,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1114.4px away.,NO
T647,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1209.8px away.,NO
T648,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1038.1px away.,NO
T649,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1193.1px away.,NO
T650,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1265.3px away.,NO
T651,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1183.7px away.,NO
T652,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1185.0px away.,NO
T653,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1194.0px away.,NO
T654,MORDOR,3,NAN_UNGOL,WAYPOINT_DEFAULT,6,Waypoint default: Valley of Spiders,NO
